_id,EJERCICIO,GRUPO,FUNCION,SUBFUNCION,PROGRAMA,DESCRIPCION CORTA,DESCRIPCION LARGA
85,2016,7,71,716,,Calidad y Seguridad Alimentaria,Calidad y Seguridad Alimentaria
86,2016,7,72,722,,Act Admtvas sobre Industria,Actuaciones Administrativas sobre Industria
87,2016,7,72,723,,Apoyo a la PYME,Apoyo a la Pequeña y Mediana Empresa
88,2016,7,73,731,,Planif y Prod Energ y Minas,Planificación y Producción Energética y Minera
89,2016,7,75,751,,Ordción y Prom Turística,Ordenación y Promoción Turística
90,2016,9,91,911,,Transfer AA.PP. Comarcal,Transferencias a Administraciones Comarcales
91,2016,0,01,011,0111,Amortiz. y gastos Deuda,Amortización y Gastos Financieros de la Deuda
92,2016,1,11,111,1111,Cortes de Aragón,Cortes de Aragón (Actividad Legislativa)
93,2016,1,11,111,1112,Actuaciones del Justicia,Actuaciones del Justicia de Aragón
94,2016,1,11,111,1113,Aljafería,Aljafería
95,2016,1,11,111,1114,Act. Cámara de Cuentas,Actuaciones de la Cámara de Cuentas de Aragón
96,2016,1,11,112,1121,Presidencia y Órg Presid,Presidencia y Órganos de la Presidencia
97,2016,1,11,112,1124,Tribunal Admtvo. de Contratos Públicos de Aragón,Tribunal Admtvo. de Contratos Públicos de Aragón
98,2016,1,11,112,1125,Consejo Cons. Aragón,Consejo Consultivo de Aragón
99,2016,1,12,121,1211,Servicios Generales de Presidencia,Servicios Generales de Presidencia
100,2016,1,12,121,1212,"Servicios Centrales, Edificios e Instalaciones","Servicios Centrales, Edificios e Instalaciones"
101,2016,1,12,121,1213,Servicios de Seguridad y Protección Civil,Servicios de Seguridad y Protección Civil
102,2016,1,12,121,1214,No operativo,No operativo
103,2016,1,12,121,1215,Servicios de Interior,Servicios de Interior
104,2016,1,12,121,1216,Com.Aragonesas Exterior (No operativo),Comunidades Aragonesas del Exterior (No operativo)
105,2016,1,12,121,1217,Relac. Institucionales,Relaciones Institucionales
106,2016,1,12,121,1219,Unidad Policía Nacional adscrita a la C.Autónoma,Unidad Policía Nacional adscrita a la C.Autónoma
107,2016,1,12,122,1221,Dirección y Administración de la Función Pública,Dirección y Administración de la Función Pública
108,2016,1,12,123,1231,"Selección, Formación y Perfeccionamiento Personal","Selección, Formación y Perfeccionamiento Personal"
109,2016,1,12,125,1251,Apoyo a la Administración Local,Apoyo a la Administración Local
110,2016,1,12,125,1252,Política Territorial,Política Territorial
111,2016,1,12,125,1253,Estrategias Territoriales,Estrategias Territoriales
112,2016,1,12,125,1259,Cooperación con la Policía Local,Cooperación con la Policía Local
113,2016,1,12,126,1261,Serv.Coord.Admva.Huesca,Servicios de Coordinación Administrativa en Huesca
114,2016,1,12,126,1262,Serv.Coord.Admva.Teruel,Servicios de Coordinación Administrativa en Teruel
115,2016,1,12,126,1263,Servicios Jurídicos,Servicios Jurídicos
116,2016,1,12,126,1264,IInformación Ciudadana y Doc Administrativa,Información Ciudadana y Documentación Admva.
117,2016,1,12,126,1265,Servicios Telemáticos,Servicios Telemáticos
118,2016,1,12,126,1266,Televisión y Radio Autonómicas,Televisión y Radio Autonómicas
119,2016,1,12,126,1267,Actuaciones Relativas al Desarrollo Estatutario,Actuaciones Relativas al Desarrollo Estatutario
120,2016,1,12,126,1268,Inform. Partic. Ciudadana,Información y Participación Ciudadana
121,2016,1,12,126,1269,Serv.Gen.Pol.Terr. e Int(No operativo),Serv.Grales P. Territorial e Interior (No operativ
122,2016,1,13,131,1311,Act. Relac. Exteriores,Actuaciones de Relaciones Exteriores
123,2016,1,13,134,1341,Cooperación al Desarrollo,Cooperación al Desarrollo
124,2016,1,14,142,1421,Serv. Admon. Justicia,Servicios de Administración de Justicia
125,2016,3,31,311,3111,Serv. Grales. Ciudadanía y Derechos Sociales,Serv. Grales. Ciudadanía y Derechos Sociales
126,2016,3,31,313,3131,Prest. Asistenciales y Serv. Sociales (No operativ,Prest. Asistenciales y Serv. Sociales (No operativ
127,2016,3,31,313,3132,Gestión y Dllo Serv Soc,Gestión y Desarrollo de los Servicios Sociales
128,2016,3,31,313,3133,Política Apoyo Familias,Política Integral de Apoyo a las Familias
129,2016,3,31,313,3134,Atención a la dependencia (No operativo),Atención a la dependencia (No operativo)
130,2016,3,31,313,3135,Acción Social a favor del personal,Acción Social en Favor del Personal
131,2016,3,31,313,3136,Fondo Inc. Soc.y Ay Fam U,Fondo de Inclusión Social y Ayuda Familiar Urgente
132,2016,3,31,315,3151,Relaciones Laborales,Relaciones Laborales
133,2016,3,32,322,3221,Fomento del Empleo. INAEM,Fomento del Empleo. Instituto Aragonés de Empleo
134,2016,3,32,322,3222,Fomento del Empleo EE.TT. (No operativo),Fomento del Empleo EE.TT. (No operativo)
135,2016,3,32,322,3225,Fomento del Empleo,Fomento del Empleo
136,2016,3,32,322,3229,Consejo Econom y Social,Consejo Económico y Social de Aragón
137,2016,3,32,323,3231,Promoción de la Juventud,Promoción de la Juventud
138,2016,3,32,323,3232,Promoción de la Mujer,Promoción de la Mujer
139,2016,3,32,324,3241,Igualdad y Apoyo a la Inmigración,Igualdad y Apoyo a la Inmigración
140,2016,4,41,411,4111,Serv. Gener. Sanidad,Serv. Gener. Sanidad
141,2016,4,41,412,4121,Asistencia Sanitaria,Asistencia Sanitaria
142,2016,4,41,412,4123,Asist. Sanit. Medio Rural (No operativo),Asistencia Sanitaria Medio Rural (CASAR) (No opera
143,2016,4,41,412,4124,Prod.comp.sanguín. y tej.,Producc. componentes sanguíneos y de tejidos
144,2016,4,41,413,4131,Protecc y Promoción Salud,Protección y Promoción de la Salud
145,2016,4,41,413,4132,Serv. Atención Usuario,Servicios de Atención al Usuario
146,2016,4,41,413,4134,Salud Pública,Salud Pública
147,2016,4,42,421,4211,"Serv. Gen. Educación, Cultura y Deporte","Servicios Generales Educación, Cultura y Deporte"
148,2016,4,42,421,4212,Gestión de Personal,Gestión de Personal
149,2016,4,42,422,4221,Educ Infantil y Primaria,Educación Infantil y Primaria
150,2016,4,42,422,4222,Educ Secundaria y FP,Educación Secundaria y Formación Profesional
151,2016,4,42,422,4223,Educación Especial,Educación Especial
152,2016,4,42,422,4224,Enseñanzas Artísticas,Enseñanzas Artísticas
153,2016,4,42,422,4225,Educación Permanente,Educación Permanente
154,2016,4,42,422,4226,Plan Aragonés de F.P.,Plan Aragonés de Formación Profesional
155,2016,4,42,422,4227,Formación del Profesorado,Formación del Profesorado
156,2016,4,42,422,4228,Educación Universitaria,Educación Universitaria
157,2016,4,42,422,4229,Eval. Calidad Enseñanza S,Evaluación de la calidad de la Enseñanza Superior
158,2016,4,42,423,4231,"Innovación, Equidad y Participación","Innovación, Equidad y Participación"
159,2016,4,43,431,4311,Promoción y Admón.Viviendas,Promoción y Administración de Viviendas
160,2016,4,43,431,4312,Gestión Social de la Vivienda,Gestión social de la vivienda
161,2016,4,43,432,4321,Urbanismo,Urbanismo
162,2016,4,43,432,4323,Arquitectura y Rehabilitación,Arquitectura y Rehabilitación
163,2016,4,44,442,4422,Protecc y Mejor Medio Amb,Protección y Mejora del Medio Ambiente
164,2016,4,44,442,4423,Gestión Ambiental,Gestión Ambiental
165,2016,4,44,443,4431,Control del Consumo,Control del Consumo
166,2016,4,45,452,4521,"Archivos, Museos y Bibliotecas","Archivos, Museos y Bibliotecas"
167,2016,4,45,452,4522,Gestión de Bibliotecas (No operativo),Gestión de Bibliotecas (No operativo)
168,2016,4,45,455,4551,Fom y prom lenguas propias,Fomento y promoción de las lenguas propias
169,2016,4,45,455,4553,Prom y Acción Cultural (No operativo),Promoción y Acción Cultural (No operativo)
170,2016,4,45,457,4571,Fom y apoyo Activ. Depor,Fomento y apoyo a la Actividad Deportiva
171,2016,4,45,458,4581,Promoc. de la Cultura y Prot. del Patrim. Cultural,Promoc. de la Cultura y Prot. del Patrim. Cultural
172,2016,4,46,463,4631,Elecc. Institucionales,Elecciones Institucionales
173,2016,5,51,511,5111,"S G Vert. Territorrio, Movilidad y Vivienda","Serv.G. Verteb. Territorrio, Movilidad y Vivienda"
174,2016,5,51,512,5121,Gest e Infr Recur Hidrául,Gestión e Infraestructura de Recursos Hidráulicos
175,2016,5,51,513,5131,Carreteras,Carreteras
176,2016,5,51,513,5132,Transportes,Transportes
177,2016,5,53,531,5311,Mej Estr Agrar y Dllo Rur,Mejora de Estructuras Agrarias y Desarrollo Rural
178,2016,5,53,531,5312,Des. Sost. Medio Rural,Desarrollo Sostenible en el Medio Rural
179,2016,5,53,533,5331,Prot y mejora Medio Nat.,Protección y mejora del Medio Natural
180,2016,5,53,533,5332,Cons. Biodiv. y Des.Sost,Conservac. de la Biodivers y Desarrollo Sostenible
181,2016,5,54,541,5411,"Serv. G.  Innovación, Investigación y Universidad","Serv. G.  Innovación, Investigación y Universidad"
182,2016,5,54,542,5421,Investigación Agroalimentaria,Investigación Agroalimentaria
183,2016,5,54,542,5422,Inv Tecnolog Aplic Indust,Investigación y Tecnología Aplicada a la Industria
184,2016,5,54,542,5423,"Investigación, Desarrollo e Innovac Tec","Investigación, Desarrollo e Innovación Tecnológica"
185,2016,5,54,542,5424,Inves y Dllo Sdad. Información,Investigación y Dllo. Sociedad de la Información
186,2016,5,54,542,5425,Inves. y Des. Area de Salud,Investigación y Desarrollo en el Área de la Salud
187,2016,5,54,542,5426,Administración electrónica,Administración electrónica
188,2016,5,55,551,5511,Elaboración y Difusión Estadística,Elaboración y Difusión Estadística
189,2016,6,61,611,6111,Serv Generales Hacienda y Administración Pública,Serv. Gen. de Hacienda y Administración Pública
190,2016,6,61,611,6112,"Serv G. Economía, Industria y Empleo","Serv G. Economía, Industria y Empleo"
191,2016,6,61,612,6121,Planific.y Direcc Presup,Planificación y Dirección Presupuestaria
192,2016,6,61,612,6122,Promoción y Dllo Económ.,Promoción y Desarrollo Económico
193,2016,6,61,612,6123,Plan Minería del Carbón,Plan Minería del Carbón y Dllo Alternat Com.Min
194,2016,6,61,612,6124,Corp. Empr. Públ. Aragón,Corporación Empresarial Pública de Aragón
195,2016,6,61,612,6126,Apoyo Dllo Econ y Social,Apoyo al Desarrollo Económico y Social
196,2016,6,61,612,6127,Gastos no clasificados,Gastos no clasificados
197,2016,6,61,612,6128,Fondo Gastos Personal,Fondo de Gastos de Personal
198,2016,6,61,612,6129,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
199,2016,6,61,615,6152,Act Programas Europeos,Actuaciones relativas a Programas Europeos
200,2016,6,62,622,6221,Ordción y Prom Comercial,Ordenación y Promoción Comercial
201,2016,6,62,623,6231,Comerc Ext. y Rel.Ec. Int,Comercio Exterior y Relaciones Económicas Inter
202,2016,6,63,631,6311,Gestión e Inspec Tributos,Gestión e Inspección de Tributos
203,2016,6,63,631,6312,Control Interno y Contab,Control Interno y Contabilidad
204,2016,6,63,631,6313,Gestión del Patrimonio,Gestión del Patrimonio
205,2016,6,63,631,6314,Gestión de Tesorería,Gestión de Tesorería
206,2016,6,63,631,6315,Estudios Econ y Regulació,Estudios Económicos y Regulación
207,2016,6,64,641,6411,Jta Cons. Contr.Ad y Reg,Jta Consultiva Contratación Admtva y Registros
208,2016,6,64,642,6421,Acts. Defensa Competencia,Actuaciones en materia de Defensa de Competencia
209,2016,7,71,711,7111,Serv.Gen. Desarrollo Rural y Sostenibilidad,Serv.Gen. Desarrollo Rural y Sostenibilidad
210,2016,7,71,712,7121,Dllo Agroalim y Fmto Asoc,Desarrollo Agroalimentario y Fomento Asociativo
211,2016,7,71,712,7122,Coordinación y Gestión de Servicios Agroambientale,Coordinación y Gestión de Servicios Agroambient.
212,2016,7,71,712,7123,Producción Agraria y Gestión de Ayudas,Producción Agraria y Gestión de Ayudas
213,2016,7,71,712,7128,Política Agraria Comunitaria,Política Agraria Comunitaria
214,2016,7,71,716,7161,Calidad y Seguridad Alimentaria,Calidad y Seguridad Alimentaria
215,2016,7,72,722,7221,Act Admtvas sobre Industria,Actuaciones Administrativas sobre Industria
216,2016,7,72,723,7231,Fomento Industrial,Fomento Industrial
217,2016,7,73,731,7311,Fmto y Gestión Energética,Fomento y Gestión Energética
218,2016,7,73,731,7312,Apoyo a la Minería,Apoyo a la Minería
219,2016,7,75,751,7511,Ordción y Prom y Fmto Turismo,"Ordenación, Promoción y Fomento del Turismo"
220,2016,9,91,911,9111,Transfer AA.PP. Comarcal,Transferencias a Administraciones Comarcales
221,2016,9,91,911,9112,Cohesión Comarcal,Cohesión Comarcal
